DOCUMENTO;FECHA;ID_CLIENTE;TIPO_DOCUMENTO;ID_VENDEDOR;CANAL_ID;TOTAL_NETO;IMPUESTO;TOTAL_DOCUMENTO
FAC0031809;2015-01-06;CLI00060;FACTURA;18;1;45816;8705;54521
FAC0031810;2015-05-27;CLI00307;FACTURA;38;2;79460;15097;94557
FAC0031811;2015-08-09;CLI00955;FACTURA;37;2;114032;21666;135698
FAC0031812;2015-12-10;CLI00792;FACTURA;9;1;183087;34787;217874
FAC0031813;2015-12-02;CLI00023;FACTURA;11;2;278432;52902;331334
FAC0031814;2015-03-17;CLI00761;FACTURA;47;2;261027;49595;310622
FAC0031815;2015-06-18;CLI00860;FACTURA;14;1;174872;33226;208098
FAC0031816;2015-10-16;CLI00824;FACTURA;1;1;21859;4153;26012
FAC0031817;2015-07-02;CLI00277;FACTURA;43;2;126702;24073;150775
FAC0031818;2015-02-16;CLI00208;FACTURA;23;1;169220;32152;201372
FAC0031819;2015-04-22;CLI00888;FACTURA;23;1;50596;9613;60209
FAC0031820;2015-08-25;CLI00763;FACTURA;12;2;21117;4012;25129
FAC0031821;2015-12-06;CLI00221;FACTURA;4;2;45816;8705;54521
FAC0031822;2015-03-25;CLI00858;FACTURA;12;1;85524;16250;101774
FAC0031823;2015-07-25;CLI00995;FACTURA;21;2;40584;7711;48295
FAC0031824;2015-06-22;CLI00612;FACTURA;44;1;242970;46164;289134
FAC0031825;2015-10-12;CLI00583;FACTURA;2;2;24716;4696;29412
FAC0031826;2015-12-28;CLI00918;FACTURA;41;1;214100;40679;254779
FAC0031827;2015-02-06;CLI00848;FACTURA;25;1;11454;2176;13630
FAC0031828;2015-04-10;CLI00936;FACTURA;43;1;71022;13494;84516
FAC0031829;2015-02-23;CLI00655;FACTURA;47;2;65532;12451;77983
FAC0031830;2015-07-12;CLI00779;FACTURA;10;2;91492;17383;108875
FAC0031831;2015-05-06;CLI00979;FACTURA;34;2;145224;27593;172817
FAC0031832;2015-07-07;CLI00999;FACTURA;39;2;79460;15097;94557
FAC0031833;2015-03-21;CLI00511;FACTURA;25;2;101892;19359;121251
FAC0031834;2015-07-21;CLI00789;FACTURA;38;2;20343;3865;24208
FAC0031835;2015-03-18;CLI00601;FACTURA;48;2;30895;5870;36765
FAC0031836;2015-01-22;CLI00022;FACTURA;42;1;166254;31588;197842
FAC0031837;2015-01-26;CLI00027;FACTURA;31;2;327660;62255;389915
FAC0031838;2015-10-04;CLI00773;FACTURA;17;2;307683;58460;366143
FAC0031839;2015-02-28;CLI00719;FACTURA;18;2;100791;19150;119941
FAC0031840;2015-09-24;CLI00894;FACTURA;1;1;69420;13190;82610
FAC0031841;2015-01-03;CLI00440;FACTURA;46;1;68370;12990;81360
FAC0031842;2015-01-08;CLI00118;FACTURA;24;1;50742;9641;60383
FAC0031843;2015-08-27;CLI00900;FACTURA;40;1;67917;12904;80821
FAC0031844;2015-08-14;CLI00756;FACTURA;33;1;122058;23191;145249
FAC0031845;2015-11-28;CLI00251;FACTURA;9;2;152838;29039;181877
FAC0031846;2015-02-16;CLI00238;FACTURA;4;1;71670;13617;85287
FAC0031847;2015-07-24;CLI00109;FACTURA;22;2;152436;28963;181399
FAC0031848;2015-02-04;CLI00574;FACTURA;35;1;105585;20061;125646
FAC0031849;2015-02-13;CLI00426;FACTURA;38;1;55530;10551;66081
FAC0031850;2015-06-09;CLI00709;FACTURA;15;2;181112;34411;215523
FAC0031851;2015-05-07;CLI00701;FACTURA;41;2;86004;16341;102345
FAC0031852;2015-11-14;CLI00410;FACTURA;32;1;140555;26705;167260
FAC0031853;2015-09-07;CLI00558;FACTURA;15;1;27709;5265;32974
FAC0031854;2015-11-16;CLI00695;FACTURA;6;2;147819;28086;175905
FAC0031855;2015-02-21;CLI00400;FACTURA;40;1;142401;27056;169457
FAC0031856;2015-05-06;CLI00019;FACTURA;22;2;32766;6226;38992
FAC0031857;2015-11-10;CLI00144;FACTURA;23;1;54486;10352;64838
FAC0031858;2015-12-16;CLI00154;FACTURA;30;1;81213;15430;96643
FAC0031859;2015-07-20;CLI00249;FACTURA;2;2;96210;18280;114490
FAC0031860;2015-10-07;CLI00912;FACTURA;21;1;49360;9378;58738
FAC0031861;2015-09-04;CLI00740;FACTURA;37;1;208824;39677;248501
FAC0031862;2015-08-15;CLI00230;FACTURA;15;1;59585;11321;70906
FAC0031863;2015-06-08;CLI00092;FACTURA;38;1;123066;23383;146449
FAC0031864;2015-09-09;CLI00411;FACTURA;32;2;5638;1071;6709
FAC0031865;2015-04-03;CLI00112;FACTURA;10;1;130830;24858;155688
FAC0031866;2015-10-12;CLI00902;FACTURA;25;1;239309;45469;284778
FAC0031867;2015-02-03;CLI00319;FACTURA;4;2;9446;1795;11241
FAC0031868;2015-04-23;CLI00922;FACTURA;40;1;21859;4153;26012
FAC0031869;2015-06-08;CLI00445;FACTURA;25;2;81729;15529;97258
FAC0031870;2015-03-23;CLI00415;FACTURA;37;2;127365;24199;151564
FAC0031871;2015-10-09;CLI00744;FACTURA;1;1;196731;37379;234110
FAC0031872;2015-06-10;CLI00549;FACTURA;15;2;246130;46765;292895
FAC0031873;2015-05-02;CLI00408;FACTURA;14;1;113195;21507;134702
FAC0031874;2015-05-11;CLI00962;FACTURA;31;1;20292;3855;24147
FAC0031875;2015-03-03;CLI00357;FACTURA;21;2;47230;8974;56204
FAC0031876;2015-10-27;CLI00346;FACTURA;7;1;101192;19226;120418
FAC0031877;2015-08-03;CLI00283;FACTURA;50;2;63351;12037;75388
FAC0031878;2015-01-16;CLI00258;FACTURA;15;1;208260;39569;247829
FAC0031879;2015-03-02;CLI00716;FACTURA;31;1;58006;11021;69027
FAC0031880;2015-03-10;CLI00891;FACTURA;15;2;138840;26380;165220
FAC0031881;2015-11-13;CLI00546;FACTURA;47;1;152436;28963;181399
FAC0031882;2015-02-15;CLI00803;FACTURA;28;2;268776;51067;319843
FAC0031883;2015-12-11;CLI00082;FACTURA;9;1;144315;27420;171735
FAC0031884;2015-02-03;CLI00166;FACTURA;22;1;117036;22237;139273
FAC0031885;2015-11-07;CLI00836;FACTURA;4;1;101892;19359;121251
FAC0031886;2015-10-28;CLI00590;FACTURA;24;1;76419;14520;90939
FAC0031887;2015-07-13;CLI00848;FACTURA;21;1;65577;12460;78037
FAC0031888;2015-01-23;CLI00348;FACTURA;5;1;196777;37388;234165
FAC0031889;2015-10-25;CLI00279;FACTURA;34;2;32070;6093;38163
FAC0031890;2015-07-11;CLI00574;FACTURA;32;1;58006;11021;69027
FAC0031891;2015-07-10;CLI00849;FACTURA;26;2;94830;18018;112848
FAC0031892;2015-11-20;CLI00568;FACTURA;15;1;98452;18706;117158
FAC0031893;2015-02-09;CLI00701;FACTURA;29;2;62874;11946;74820
FAC0031894;2015-04-29;CLI00597;FACTURA;41;2;163830;31128;194958
FAC0031895;2015-10-22;CLI00290;FACTURA;40;1;78024;14825;92849
FAC0031896;2015-05-04;CLI00997;FACTURA;42;2;18510;3517;22027
FAC0031897;2015-12-17;CLI00315;FACTURA;8;2;127365;24199;151564
FAC0031898;2015-01-03;CLI00906;FACTURA;5;1;39012;7412;46424
FAC0031899;2015-11-22;CLI00788;FACTURA;46;1;58006;11021;69027
FAC0031900;2015-07-27;CLI00085;FACTURA;12;2;341870;64955;406825
FAC0031901;2015-03-16;CLI00425;FACTURA;22;2;132915;25254;158169
FAC0031902;2015-02-27;CLI00439;FACTURA;21;2;83419;15850;99269
FAC0031903;2015-11-03;CLI00109;FACTURA;15;2;123452;23456;146908
FAC0031904;2015-04-11;CLI00301;FACTURA;50;2;67194;12767;79961
FAC0031905;2015-06-17;CLI00310;FACTURA;49;1;100735;19140;119875
FAC0031906;2015-10-27;CLI00435;FACTURA;16;2;79460;15097;94557
FAC0031907;2015-05-24;CLI00180;FACTURA;47;1;126702;24073;150775
FAC0031908;2015-04-23;CLI00091;FACTURA;13;2;170073;32314;202387
FAC0031909;2015-11-02;CLI00679;FACTURA;1;2;47668;9057;56725
FAC0031910;2015-11-29;CLI00356;FACTURA;7;1;134388;25534;159922
FAC0031911;2015-07-04;CLI00429;FACTURA;15;2;37784;7179;44963
FAC0031912;2015-12-21;CLI00089;FACTURA;42;2;101460;19277;120737
FAC0031913;2015-01-24;CLI00251;FACTURA;1;2;80588;15312;95900
FAC0031914;2015-10-12;CLI00036;FACTURA;14;1;49336;9374;58710
FAC0031915;2015-11-18;CLI00421;FACTURA;8;2;262128;49804;311932
FAC0031916;2015-04-01;CLI00522;FACTURA;50;1;270710;51435;322145
FAC0031917;2015-02-27;CLI00528;FACTURA;44;1;55622;10568;66190
FAC0031918;2015-07-29;CLI00859;FACTURA;46;2;205857;39113;244970
FAC0031919;2015-03-01;CLI00367;FACTURA;13;2;245187;46586;291773
FAC0031920;2015-06-09;CLI00598;FACTURA;48;1;50766;9646;60412
FAC0031921;2015-01-20;CLI00276;FACTURA;14;1;181323;34451;215774
FAC0031922;2015-02-11;CLI00903;FACTURA;33;2;91809;17444;109253
FAC0031923;2015-12-07;CLI00643;FACTURA;7;2;136748;25982;162730
FAC0031924;2015-12-14;CLI00397;FACTURA;43;2;173550;32975;206525
FAC0031925;2015-12-02;CLI00167;FACTURA;34;2;142540;27083;169623
FAC0031926;2015-04-06;CLI00136;FACTURA;31;1;341870;64955;406825
FAC0031927;2015-04-20;CLI00893;FACTURA;29;2;170073;32314;202387
FAC0031928;2015-03-28;CLI00675;FACTURA;29;2;20958;3982;24940
FAC0031929;2015-03-13;CLI00120;FACTURA;41;1;193963;36853;230816
FAC0031930;2015-01-08;CLI00065;FACTURA;35;2;62874;11946;74820
FAC0031931;2015-02-08;CLI00465;FACTURA;19;2;18966;3604;22570
FAC0031932;2015-06-30;CLI00903;FACTURA;39;2;262128;49804;311932
FAC0031933;2015-12-02;CLI00439;FACTURA;27;2;239309;45469;284778
FAC0031934;2015-05-13;CLI00728;FACTURA;27;1;49226;9353;58579
FAC0031935;2015-01-07;CLI00597;FACTURA;12;2;16922;3215;20137
FAC0031936;2015-09-03;CLI00931;FACTURA;10;2;228064;43332;271396
FAC0031937;2015-11-01;CLI00912;FACTURA;30;1;28111;5341;33452
FAC0031938;2015-05-27;CLI00494;FACTURA;24;1;22552;4285;26837
FAC0031939;2015-06-25;CLI00398;FACTURA;50;1;229257;43559;272816
FAC0031940;2015-01-13;CLI00188;FACTURA;50;1;190701;36233;226934
FAC0031941;2015-12-08;CLI00511;FACTURA;3;2;23838;4529;28367
FAC0031942;2015-12-11;CLI00731;FACTURA;43;2;108284;20574;128858
FAC0031943;2015-05-01;CLI00225;FACTURA;39;2;174018;33063;207081
FAC0031944;2015-08-02;CLI00823;FACTURA;22;2;108972;20705;129677
FAC0031945;2015-05-10;CLI00333;FACTURA;39;2;23834;4528;28362
FAC0031946;2015-12-02;CLI00415;FACTURA;21;2;221672;42118;263790
FAC0031947;2015-04-18;CLI00895;FACTURA;6;2;23838;4529;28367
FAC0031948;2015-07-31;CLI00559;FACTURA;50;2;84480;16051;100531
FAC0031949;2015-06-02;CLI00725;FACTURA;23;2;221672;42118;263790
FAC0031950;2015-08-24;CLI00480;FACTURA;48;1;197344;37495;234839
FAC0031951;2015-02-03;CLI00480;FACTURA;29;1;84333;16023;100356
FAC0031952;2015-07-11;CLI00759;FACTURA;26;2;30895;5870;36765
FAC0031953;2015-12-29;CLI00355;FACTURA;12;2;249381;47382;296763
FAC0031954;2015-01-02;CLI00642;FACTURA;15;1;98298;18677;116975
FAC0031955;2015-07-27;CLI00666;FACTURA;17;1;128460;24407;152867
FAC0031956;2015-12-06;CLI00253;FACTURA;44;2;65532;12451;77983
FAC0031957;2015-04-22;CLI00968;FACTURA;25;1;30603;5815;36418
FAC0031958;2015-09-04;CLI00774;FACTURA;5;1;20343;3865;24208
FAC0031959;2015-06-27;CLI00027;FACTURA;27;2;48105;9140;57245
FAC0031960;2015-02-08;CLI00193;FACTURA;15;2;31784;6039;37823
FAC0031961;2015-04-19;CLI00659;FACTURA;17;2;33844;6430;40274
FAC0031962;2015-03-23;CLI00706;FACTURA;7;1;104412;19838;124250
FAC0031963;2015-04-15;CLI00247;FACTURA;42;2;50766;9646;60412
FAC0031964;2015-11-24;CLI00251;FACTURA;41;2;199556;37916;237472
FAC0031965;2015-07-18;CLI00446;FACTURA;25;1;69420;13190;82610
FAC0031966;2015-02-16;CLI00755;FACTURA;48;2;170935;32478;203413
FAC0031967;2015-01-18;CLI00498;FACTURA;14;1;25473;4840;30313
FAC0031968;2015-07-31;CLI00309;FACTURA;15;2;43718;8306;52024
FAC0031969;2015-06-14;CLI00318;FACTURA;36;1;160111;30421;190532
FAC0031970;2015-06-06;CLI00670;FACTURA;25;1;73353;13937;87290
FAC0031971;2015-07-12;CLI00285;FACTURA;42;2;158724;30158;188882
FAC0031972;2015-09-03;CLI00859;FACTURA;8;2;19506;3706;23212
FAC0031973;2015-04-22;CLI00602;FACTURA;38;1;71502;13585;85087
FAC0031974;2015-11-21;CLI00432;FACTURA;24;1;130830;24858;155688
FAC0031975;2015-06-08;CLI00238;FACTURA;35;1;123065;23382;146447
FAC0031976;2015-01-10;CLI00869;FACTURA;35;2;278432;52902;331334
FAC0031977;2015-05-28;CLI00176;FACTURA;41;1;147678;28059;175737
FAC0031978;2015-05-15;CLI00408;FACTURA;34;1;22873;4346;27219
FAC0031979;2015-12-15;CLI00680;FACTURA;15;1;114672;21788;136460
FAC0031980;2015-11-11;CLI00776;FACTURA;44;1;13674;2598;16272
FAC0031981;2015-09-15;CLI00416;FACTURA;44;1;20402;3876;24278
FAC0031982;2015-02-15;CLI00587;FACTURA;35;2;239247;45457;284704
FAC0031983;2015-09-23;CLI00908;FACTURA;48;1;137238;26075;163313
FAC0031984;2015-10-11;CLI00540;FACTURA;46;1;216568;41148;257716
FAC0031985;2015-11-19;CLI00418;FACTURA;20;1;24668;4687;29355
FAC0031986;2015-11-27;CLI00818;FACTURA;49;1;181112;34411;215523
FAC0031987;2015-02-15;CLI00396;FACTURA;25;1;243639;46291;289930
FAC0031988;2015-05-23;CLI00626;FACTURA;32;1;52908;10053;62961
FAC0031989;2015-03-09;CLI00663;FACTURA;7;2;80680;15329;96009
FAC0031990;2015-12-22;CLI00575;FACTURA;6;2;114032;21666;135698
FAC0031991;2015-10-29;CLI00489;FACTURA;17;2;100735;19140;119875
FAC0031992;2015-04-10;CLI00065;FACTURA;7;2;163830;31128;194958
FAC0031993;2015-07-12;CLI00626;FACTURA;18;1;57016;10833;67849
FAC0031994;2015-11-19;CLI00813;FACTURA;15;2;203751;38713;242464
FAC0031995;2015-04-13;CLI00552;FACTURA;24;1;71022;13494;84516
FAC0031996;2015-08-29;CLI00971;FACTURA;32;2;246680;46869;293549
FAC0031997;2015-12-31;CLI00716;FACTURA;44;1;81372;15461;96833
FAC0031998;2015-05-30;CLI00266;FACTURA;4;1;60441;11484;71925
FAC0031999;2015-02-11;CLI00071;FACTURA;1;2;47668;9057;56725
FAC0032000;2015-05-07;CLI00558;FACTURA;41;1;67584;12841;80425
FAC0032001;2015-08-04;CLI00608;FACTURA;13;1;67194;12767;79961
FAC0032002;2015-04-26;CLI00479;FACTURA;48;2;188970;35904;224874
FAC0032003;2015-05-26;CLI00323;FACTURA;16;2;162744;30921;193665
FAC0032004;2015-04-30;CLI00260;FACTURA;10;1;71670;13617;85287
FAC0032005;2015-10-16;CLI00537;FACTURA;16;2;123452;23456;146908
FAC0032006;2015-09-16;CLI00464;FACTURA;35;1;9446;1795;11241
FAC0032007;2015-05-10;CLI00326;FACTURA;50;1;56691;10771;67462
FAC0032008;2015-08-29;CLI00523;FACTURA;1;2;33828;6427;40255
FAC0032009;2015-06-27;CLI00063;FACTURA;40;2;20147;3828;23975
FAC0032010;2015-08-14;CLI00466;FACTURA;7;1;30850;5862;36712
FAC0032011;2015-12-05;CLI00384;FACTURA;34;1;61790;11740;73530
FAC0032012;2015-09-15;CLI00579;FACTURA;16;2;41022;7794;48816
FAC0032013;2015-03-28;CLI00722;FACTURA;14;1;285080;54165;339245
FAC0032014;2015-12-20;CLI00342;FACTURA;19;1;61029;11596;72625
FAC0032015;2015-08-15;CLI00314;FACTURA;50;1;28508;5417;33925
FAC0032016;2015-03-07;CLI00027;FACTURA;8;2;67584;12841;80425
FAC0032017;2015-11-20;CLI00833;FACTURA;32;2;58518;11118;69636
FAC0032018;2015-01-25;CLI00225;FACTURA;48;2;17636;3351;20987
FAC0032019;2015-09-06;CLI00958;FACTURA;29;1;96816;18395;115211
FAC0032020;2015-08-17;CLI00008;FACTURA;50;1;128460;24407;152867
FAC0032021;2015-01-18;CLI00150;FACTURA;36;1;132915;25254;158169
FAC0032022;2015-11-11;CLI00440;FACTURA;6;1;105585;20061;125646
FAC0032023;2015-01-08;CLI00391;FACTURA;16;2;16035;3047;19082
FAC0032024;2015-07-18;CLI00285;FACTURA;45;2;120882;22968;143850
FAC0032025;2015-10-19;CLI00970;FACTURA;22;1;68374;12991;81365
FAC0032026;2015-02-15;CLI00255;FACTURA;49;2;35751;6793;42544
FAC0032027;2015-01-07;CLI00683;FACTURA;35;2;108972;20705;129677
FAC0032028;2015-08-20;CLI00579;FACTURA;33;2;30438;5783;36221
FAC0032029;2015-11-26;CLI00733;FACTURA;46;2;114540;21763;136303
FAC0032030;2015-12-12;CLI00041;FACTURA;43;2;37784;7179;44963
FAC0032031;2015-05-09;CLI00196;FACTURA;4;1;167985;31917;199902
FAC0032032;2015-01-23;CLI00357;FACTURA;16;2;58518;11118;69636
FAC0032033;2015-08-29;CLI00513;FACTURA;5;2;105585;20061;125646
FAC0032034;2015-08-06;CLI00882;FACTURA;31;1;277090;52647;329737
FAC0032035;2015-02-02;CLI00767;FACTURA;9;2;135376;25721;161097
FAC0032036;2015-01-16;CLI00841;FACTURA;20;2;203021;38574;241595
FAC0032037;2015-03-14;CLI00143;FACTURA;12;2;83127;15794;98921
FAC0032038;2015-01-05;CLI00605;FACTURA;26;2;114365;21729;136094
FAC0032039;2015-09-24;CLI00870;FACTURA;11;1;176360;33508;209868
FAC0032040;2015-08-24;CLI00785;FACTURA;32;2;138840;26380;165220
FAC0032041;2015-12-21;CLI00493;FACTURA;11;2;166254;31588;197842
FAC0032042;2015-12-27;CLI00483;FACTURA;16;2;16922;3215;20137
FAC0032043;2015-04-17;CLI00208;FACTURA;19;1;18897;3590;22487
FAC0032044;2015-10-23;CLI00754;FACTURA;2;1;166254;31588;197842
FAC0032045;2015-09-21;CLI00490;FACTURA;12;1;235179;44684;279863
FAC0032046;2015-05-06;CLI00575;FACTURA;29;2;47415;9009;56424
FAC0032047;2015-12-14;CLI00441;FACTURA;32;2;128280;24373;152653
FAC0032048;2015-11-02;CLI00791;FACTURA;49;2;118454;22506;140960
FAC0032049;2015-11-01;CLI00045;FACTURA;10;2;67688;12861;80549
FAC0032050;2015-05-06;CLI00882;FACTURA;12;1;56380;10712;67092
FAC0032051;2015-12-30;CLI00393;FACTURA;3;2;55530;10551;66081
FAC0032052;2015-05-11;CLI00147;FACTURA;14;2;113195;21507;134702
FAC0032053;2015-11-25;CLI00305;FACTURA;1;2;278432;52902;331334
FAC0032054;2015-10-04;CLI00525;FACTURA;37;2;254730;48399;303129
FAC0032055;2015-02-21;CLI00986;FACTURA;33;1;88824;16877;105701
FAC0032056;2015-06-12;CLI00331;FACTURA;29;2;32766;6226;38992
FAC0032057;2015-03-21;CLI00062;FACTURA;18;1;138840;26380;165220
FAC0032058;2015-05-29;CLI00437;FACTURA;27;2;129006;24511;153517
FAC0032059;2015-02-26;CLI00344;FACTURA;44;1;177842;33790;211632
FAC0032060;2015-12-29;CLI00717;FACTURA;39;2;143340;27235;170575
FAC0032061;2015-02-15;CLI00363;FACTURA;22;2;25344;4815;30159
FAC0032062;2015-05-30;CLI00611;FACTURA;49;2;56691;10771;67462
FAC0032063;2015-04-27;CLI00898;FACTURA;4;1;183087;34787;217874
FAC0032064;2015-07-07;CLI00305;FACTURA;3;2;221672;42118;263790
FAC0032065;2015-06-18;CLI00417;FACTURA;18;2;16896;3210;20106
FAC0032066;2015-10-27;CLI00693;FACTURA;13;2;196731;37379;234110
FAC0032067;2015-07-22;CLI00866;FACTURA;2;1;228654;43444;272098
FAC0032068;2015-02-28;CLI00665;FACTURA;26;2;252999;48070;301069
FAC0032069;2015-04-06;CLI00065;FACTURA;37;2;104130;19785;123915
FAC0032070;2015-11-15;CLI00601;FACTURA;45;2;21805;4143;25948
FAC0032071;2015-07-11;CLI00949;FACTURA;12;2;139216;26451;165667
FAC0032072;2015-03-17;CLI00889;FACTURA;13;2;171048;32499;203547
FAC0032073;2015-01-20;CLI00855;FACTURA;36;2;122058;23191;145249
FAC0032074;2015-05-10;CLI00596;FACTURA;50;1;67194;12767;79961
FAC0032075;2015-12-06;CLI00702;FACTURA;33;1;104412;19838;124250
FAC0032076;2015-08-17;CLI00350;FACTURA;44;1;11276;2142;13418
FAC0032077;2015-03-25;CLI00446;FACTURA;50;1;52395;9955;62350
FAC0032078;2015-10-01;CLI00677;FACTURA;17;2;24716;4696;29412
FAC0032079;2015-05-23;CLI00864;FACTURA;7;1;24716;4696;29412
FAC0032080;2015-09-06;CLI00715;FACTURA;2;2;34804;6613;41417
FAC0032081;2015-03-25;CLI00368;FACTURA;14;1;66618;12657;79275
FAC0032082;2015-01-21;CLI00108;FACTURA;32;1;96816;18395;115211
FAC0032083;2015-11-15;CLI00959;FACTURA;39;2;42240;8026;50266
FAC0032084;2015-10-10;CLI00318;FACTURA;19;1;81168;15422;96590
FAC0032085;2015-10-05;CLI00601;FACTURA;24;2;86004;16341;102345
FAC0032086;2015-11-16;CLI00345;FACTURA;35;2;162426;30861;193287
FAC0032087;2015-08-05;CLI00042;FACTURA;14;1;47230;8974;56204
FAC0032088;2015-10-05;CLI00246;FACTURA;29;1;23838;4529;28367
FAC0032089;2015-06-13;CLI00049;FACTURA;21;2;145224;27593;172817
FAC0032090;2015-11-04;CLI00181;FACTURA;31;2;20147;3828;23975
FAC0032091;2015-11-08;CLI00486;FACTURA;11;1;114365;21729;136094
FAC0032092;2015-12-21;CLI00569;FACTURA;38;2;11454;2176;13630
FAC0032093;2015-12-14;CLI00346;FACTURA;45;1;20343;3865;24208
FAC0032094;2015-09-22;CLI00222;FACTURA;27;1;28668;5447;34115
FAC0032095;2015-03-12;CLI00959;FACTURA;25;2;41022;7794;48816
FAC0032096;2015-12-11;CLI00942;FACTURA;6;1;108284;20574;128858
FAC0032097;2015-04-07;CLI00514;FACTURA;15;1;96210;18280;114490
FAC0032098;2015-08-24;CLI00811;FACTURA;30;2;35272;6702;41974
FAC0032099;2015-05-15;CLI00418;FACTURA;38;1;34710;6595;41305
FAC0032100;2015-01-08;CLI00045;FACTURA;29;2;170073;32314;202387
FAC0032101;2015-03-18;CLI00954;FACTURA;12;1;54142;10287;64429
FAC0032102;2015-07-08;CLI00818;FACTURA;25;1;211170;40122;251292
FAC0032103;2015-12-11;CLI00021;FACTURA;13;2;42194;8017;50211
FAC0032104;2015-12-04;CLI00799;FACTURA;44;2;12358;2348;14706
FAC0032105;2015-12-30;CLI00165;FACTURA;26;2;243628;46289;289917
FAC0032106;2015-10-29;CLI00885;FACTURA;38;2;90556;17206;107762
FAC0032107;2015-05-24;CLI00765;FACTURA;15;2;129006;24511;153517
FAC0032108;2015-10-20;CLI00541;FACTURA;8;2;84468;16049;100517
FAC0032109;2015-03-02;CLI00862;FACTURA;26;1;136740;25981;162721
FAC0032110;2015-04-19;CLI00234;FACTURA;12;1;109295;20766;130061
FAC0032111;2015-05-23;CLI00886;FACTURA;21;1;181323;34451;215774
FAC0032112;2015-07-02;CLI00416;FACTURA;41;1;97530;18531;116061
FAC0032113;2015-07-07;CLI00717;FACTURA;40;2;162744;30921;193665
FAC0032114;2015-02-19;CLI00673;FACTURA;38;2;75568;14358;89926
FAC0032115;2015-08-01;CLI00812;FACTURA;37;1;136215;25881;162096
FAC0032116;2015-06-09;CLI00390;FACTURA;25;1;55418;10529;65947
FAC0032117;2015-03-22;CLI00677;FACTURA;16;2;80178;15234;95412
FAC0032118;2015-11-14;CLI00309;FACTURA;1;2;64544;12263;76807
FAC0032119;2015-08-14;CLI00864;FACTURA;10;1;22908;4353;27261
FAC0032120;2015-07-07;CLI00021;FACTURA;22;2;50812;9654;60466
FAC0032121;2015-07-01;CLI00927;FACTURA;36;2;67917;12904;80821
FAC0032122;2015-04-03;CLI00600;FACTURA;2;1;221672;42118;263790
FAC0032123;2015-04-10;CLI00248;FACTURA;11;1;158724;30158;188882
FAC0032124;2015-07-07;CLI00566;FACTURA;4;1;218590;41532;260122
FAC0032125;2015-09-22;CLI00174;FACTURA;49;1;40686;7730;48416
FAC0032126;2015-08-01;CLI00261;FACTURA;40;2;114672;21788;136460
FAC0032127;2015-05-02;CLI00065;FACTURA;8;2;205857;39113;244970
FAC0032128;2015-05-06;CLI00671;FACTURA;48;2;81168;15422;96590
FAC0032129;2015-11-16;CLI00520;FACTURA;24;1;108284;20574;128858
FAC0032130;2015-05-13;CLI00537;FACTURA;32;2;35751;6793;42544
FAC0032131;2015-07-03;CLI00514;FACTURA;32;1;76032;14446;90478
FAC0032132;2015-08-11;CLI00157;FACTURA;39;2;25298;4807;30105
FAC0032133;2015-07-24;CLI00201;FACTURA;16;2;75568;14358;89926
FAC0032134;2015-12-10;CLI00613;FACTURA;43;2;161176;30623;191799
FAC0032135;2015-07-30;CLI00138;FACTURA;11;1;171048;32499;203547
FAC0032136;2015-04-30;CLI00459;FACTURA;28;2;226390;43014;269404
FAC0032137;2015-01-27;CLI00740;FACTURA;22;1;172676;32808;205484
FAC0032138;2015-06-30;CLI00691;FACTURA;28;2;141029;26796;167825
FAC0032139;2015-11-27;CLI00015;FACTURA;37;2;205857;39113;244970
FAC0032140;2015-04-09;CLI00723;FACTURA;16;2;45746;8692;54438
FAC0032141;2015-07-04;CLI00653;FACTURA;8;2;131154;24919;156073
FAC0032142;2015-05-22;CLI00335;FACTURA;48;2;98298;18677;116975
FAC0032143;2015-10-19;CLI00564;FACTURA;41;1;174020;33064;207084
FAC0032144;2015-02-20;CLI00814;FACTURA;9;1;41916;7964;49880
FAC0032145;2015-08-26;CLI00971;FACTURA;17;2;30895;5870;36765
FAC0032146;2015-08-30;CLI00482;FACTURA;8;1;141088;26807;167895
FAC0032147;2015-08-05;CLI00010;FACTURA;28;1;61029;11596;72625
FAC0032148;2015-03-17;CLI00598;FACTURA;45;1;32766;6226;38992
FAC0032149;2015-08-29;CLI00103;FACTURA;34;2;135355;25717;161072
FAC0032150;2015-07-21;CLI00840;FACTURA;48;1;199556;37916;237472
FAC0032151;2015-02-02;CLI00178;FACTURA;41;1;80178;15234;95412
FAC0032152;2015-07-15;CLI00775;FACTURA;2;2;55530;10551;66081
FAC0032153;2015-05-01;CLI00686;FACTURA;45;1;58518;11118;69636
FAC0032154;2015-09-06;CLI00864;FACTURA;45;1;37074;7044;44118
FAC0032155;2015-06-06;CLI00010;FACTURA;29;1;312390;59354;371744
FAC0032156;2015-01-30;CLI00389;FACTURA;16;2;28111;5341;33452
FAC0032157;2015-10-12;CLI00196;FACTURA;43;1;5638;1071;6709
FAC0032158;2015-01-07;CLI00651;FACTURA;41;2;285080;54165;339245
FAC0032159;2015-01-21;CLI00981;FACTURA;10;2;133236;25315;158551
FAC0032160;2015-11-24;CLI00101;FACTURA;11;2;113382;21543;134925
FAC0032161;2015-08-08;CLI00547;FACTURA;48;2;122058;23191;145249
FAC0032162;2015-06-06;CLI00446;FACTURA;34;1;40686;7730;48416
FAC0032163;2015-03-30;CLI00967;FACTURA;30;2;108972;20705;129677
FAC0032164;2015-10-22;CLI00121;FACTURA;26;2;174872;33226;208098
